timestamp,src_mac,dst_mac,ip_src,ip_dst,proto,icmp_type,tcp_sport,tcp_dport,udp_sport,udp_dport
2025-04-12 23:29:08.464071,e2:03:68:67:a5:70,ff:ff:ff:ff:ff:ff,,,,,,,,
2025-04-12 23:29:09.486509,e2:03:68:67:a5:70,ff:ff:ff:ff:ff:ff,,,,,,,,
2025-04-12 23:29:10.511017,e2:03:68:67:a5:70,ff:ff:ff:ff:ff:ff,,,,,,,,
2025-04-12 23:29:11.532908,e2:03:68:67:a5:70,ff:ff:ff:ff:ff:ff,,,,,,,,
2025-04-12 23:29:12.560267,e2:03:68:67:a5:70,ff:ff:ff:ff:ff:ff,,,,,,,,
2025-04-12 23:29:13.581583,e2:03:68:67:a5:70,ff:ff:ff:ff:ff:ff,,,,,,,,
2025-04-12 23:29:14.609553,e2:03:68:67:a5:70,ff:ff:ff:ff:ff:ff,,,,,,,,
2025-04-12 23:29:15.633591,e2:03:68:67:a5:70,ff:ff:ff:ff:ff:ff,,,,,,,,
2025-04-12 23:29:16.654471,e2:03:68:67:a5:70,ff:ff:ff:ff:ff:ff,,,,,,,,
2025-04-12 23:29:17.680697,e2:03:68:67:a5:70,ff:ff:ff:ff:ff:ff,,,,,,,,
2025-04-12 23:29:18.704914,e2:03:68:67:a5:70,ff:ff:ff:ff:ff:ff,,,,,,,,
2025-04-12 23:29:19.726273,e2:03:68:67:a5:70,ff:ff:ff:ff:ff:ff,,,,,,,,
2025-04-12 23:29:20.746942,e2:03:68:67:a5:70,ff:ff:ff:ff:ff:ff,,,,,,,,
2025-04-12 23:29:21.774072,e2:03:68:67:a5:70,ff:ff:ff:ff:ff:ff,,,,,,,,
2025-04-12 23:29:22.796714,e2:03:68:67:a5:70,ff:ff:ff:ff:ff:ff,,,,,,,,
2025-04-12 23:29:23.824856,e2:03:68:67:a5:70,ff:ff:ff:ff:ff:ff,,,,,,,,
2025-04-12 23:29:24.844561,e2:03:68:67:a5:70,ff:ff:ff:ff:ff:ff,,,,,,,,
2025-04-12 23:29:25.871029,e2:03:68:67:a5:70,ff:ff:ff:ff:ff:ff,,,,,,,,
2025-04-12 23:29:26.891155,e2:03:68:67:a5:70,ff:ff:ff:ff:ff:ff,,,,,,,,
2025-04-12 23:29:27.924580,e2:03:68:67:a5:70,ff:ff:ff:ff:ff:ff,,,,,,,,
2025-04-12 23:29:28.940909,e2:03:68:67:a5:70,ff:ff:ff:ff:ff:ff,,,,,,,,
2025-04-12 23:29:29.969427,e2:03:68:67:a5:70,ff:ff:ff:ff:ff:ff,,,,,,,,
2025-04-12 23:29:30.991685,e2:03:68:67:a5:70,ff:ff:ff:ff:ff:ff,,,,,,,,
2025-04-12 23:29:32.015322,e2:03:68:67:a5:70,ff:ff:ff:ff:ff:ff,,,,,,,,
2025-04-12 23:29:33.041050,e2:03:68:67:a5:70,ff:ff:ff:ff:ff:ff,,,,,,,,
2025-04-12 23:29:34.060160,e2:03:68:67:a5:70,ff:ff:ff:ff:ff:ff,,,,,,,,
2025-04-12 23:29:35.085097,e2:03:68:67:a5:70,ff:ff:ff:ff:ff:ff,,,,,,,,
2025-04-12 23:29:36.108939,e2:03:68:67:a5:70,ff:ff:ff:ff:ff:ff,,,,,,,,
2025-04-12 23:29:37.134481,e2:03:68:67:a5:70,ff:ff:ff:ff:ff:ff,,,,,,,,
2025-04-12 23:29:38.158017,e2:03:68:67:a5:70,ff:ff:ff:ff:ff:ff,,,,,,,,
2025-04-12 23:29:39.184492,e2:03:68:67:a5:70,ff:ff:ff:ff:ff:ff,,,,,,,,
2025-04-12 23:29:40.205927,e2:03:68:67:a5:70,ff:ff:ff:ff:ff:ff,,,,,,,,
2025-04-12 23:29:41.230212,e2:03:68:67:a5:70,ff:ff:ff:ff:ff:ff,,,,,,,,
2025-04-12 23:29:42.253397,e2:03:68:67:a5:70,ff:ff:ff:ff:ff:ff,,,,,,,,
2025-04-12 23:29:43.277148,e2:03:68:67:a5:70,ff:ff:ff:ff:ff:ff,,,,,,,,
2025-04-12 23:29:44.302965,e2:03:68:67:a5:70,ff:ff:ff:ff:ff:ff,,,,,,,,
2025-04-12 23:29:45.328563,e2:03:68:67:a5:70,ff:ff:ff:ff:ff:ff,,,,,,,,
2025-04-12 23:29:46.353210,e2:03:68:67:a5:70,ff:ff:ff:ff:ff:ff,,,,,,,,
2025-04-12 23:29:47.376935,e2:03:68:67:a5:70,ff:ff:ff:ff:ff:ff,,,,,,,,
2025-04-12 23:29:48.399840,e2:03:68:67:a5:70,ff:ff:ff:ff:ff:ff,,,,,,,,
2025-04-12 23:29:49.423642,e2:03:68:67:a5:70,ff:ff:ff:ff:ff:ff,,,,,,,,
2025-04-12 23:29:50.445664,e2:03:68:67:a5:70,ff:ff:ff:ff:ff:ff,,,,,,,,
2025-04-12 23:29:51.472132,e2:03:68:67:a5:70,ff:ff:ff:ff:ff:ff,,,,,,,,
2025-04-12 23:29:51.981644,42:f6:d2:3c:bb:98,33:33:00:00:00:02,,,,,,,,
2025-04-12 23:29:52.496189,e2:03:68:67:a5:70,ff:ff:ff:ff:ff:ff,,,,,,,,
2025-04-12 23:29:53.520251,e2:03:68:67:a5:70,ff:ff:ff:ff:ff:ff,,,,,,,,
2025-04-12 23:29:54.544508,e2:03:68:67:a5:70,ff:ff:ff:ff:ff:ff,,,,,,,,
2025-04-12 23:29:55.569145,e2:03:68:67:a5:70,ff:ff:ff:ff:ff:ff,,,,,,,,
2025-04-12 23:29:56.593371,e2:03:68:67:a5:70,ff:ff:ff:ff:ff:ff,,,,,,,,
2025-04-12 23:29:57.615441,e2:03:68:67:a5:70,ff:ff:ff:ff:ff:ff,,,,,,,,
2025-04-12 23:29:58.640088,e2:03:68:67:a5:70,ff:ff:ff:ff:ff:ff,,,,,,,,
2025-04-12 23:29:59.663493,e2:03:68:67:a5:70,ff:ff:ff:ff:ff:ff,,,,,,,,
2025-04-12 23:30:00.688960,e2:03:68:67:a5:70,ff:ff:ff:ff:ff:ff,,,,,,,,
2025-04-12 23:30:01.712347,e2:03:68:67:a5:70,ff:ff:ff:ff:ff:ff,,,,,,,,
2025-04-12 23:30:02.734173,e2:03:68:67:a5:70,ff:ff:ff:ff:ff:ff,,,,,,,,
2025-04-12 23:30:03.760410,e2:03:68:67:a5:70,ff:ff:ff:ff:ff:ff,,,,,,,,
2025-04-12 23:30:04.274383,e2:03:68:67:a5:70,33:33:00:00:00:02,,,,,,,,
2025-04-12 23:30:04.780300,e2:03:68:67:a5:70,ff:ff:ff:ff:ff:ff,,,,,,,,
2025-04-12 23:30:05.807680,e2:03:68:67:a5:70,ff:ff:ff:ff:ff:ff,,,,,,,,
2025-04-12 23:30:06.831954,e2:03:68:67:a5:70,ff:ff:ff:ff:ff:ff,,,,,,,,
2025-04-12 23:30:07.852291,e2:03:68:67:a5:70,ff:ff:ff:ff:ff:ff,,,,,,,,
2025-04-12 23:30:08.878697,e2:03:68:67:a5:70,ff:ff:ff:ff:ff:ff,,,,,,,,
2025-04-12 23:30:09.901381,e2:03:68:67:a5:70,ff:ff:ff:ff:ff:ff,,,,,,,,
2025-04-12 23:30:10.928092,e2:03:68:67:a5:70,ff:ff:ff:ff:ff:ff,,,,,,,,
2025-04-12 23:31:46.671310,42:f6:d2:3c:bb:98,33:33:00:00:00:02,,,,,,,,
2025-04-12 23:32:07.149827,e2:03:68:67:a5:70,33:33:00:00:00:02,,,,,,,,
2025-04-12 23:35:31.951150,42:f6:d2:3c:bb:98,33:33:00:00:00:02,,,,,,,,
2025-04-12 23:36:17.008209,e2:03:68:67:a5:70,33:33:00:00:00:02,,,,,,,,
2025-04-12 23:43:14.801395,42:f6:d2:3c:bb:98,33:33:00:00:00:02,,,,,,,,
2025-04-12 23:44:20.338150,e2:03:68:67:a5:70,33:33:00:00:00:02,,,,,,,,
2025-04-13 05:09:07.505015,42:f6:d2:3c:bb:98,33:33:00:00:00:02,,,,,,,,
2025-04-13 05:42:42.685666,e2:03:68:67:a5:70,33:33:00:00:00:02,,,,,,,,
2025-04-13 14:38:02.496104,42:f6:d2:3c:bb:98,33:33:00:00:00:02,,,,,,,,
2025-04-13 16:20:54.816827,e2:03:68:67:a5:70,33:33:00:00:00:02,,,,,,,,
